,corpus_ID,dataset_id,query_type,title,abstract,authors,DOI,years,journal
10,254127966,114,1,Spatio-temporal variability and trends of hydroclimatic variables at Zarima Sub-Basin North Western Ethiopia,,"[{'authorId': '2193051132', 'name': 'Meaza Kassahun Zegeye'}, {'authorId': '1572549741', 'name': 'Kassahun Ture Bekitie'}, {'authorId': '2193051449', 'name': 'Dessie Nedaw Hailu'}]",10.1186/s40068-022-00273-5,2022,Environmental Systems Research
11,240157708,114,1,Spatial and temporal trends and variability of rainfall using long-term satellite product over the Upper Blue Nile Basin in Ethiopia,,"[{'authorId': '30824434', 'name': 'G. Ayehu'}, {'authorId': '1817145', 'name': 'T. Tadesse'}, {'authorId': '9380099', 'name': 'B. Gessesse'}]",10.1007/s41976-021-00060-3,2021,Remote Sensing in Earth Systems Sciences
12,251435656,114,1,"VULNERABILITY OF PASTORALISTS’ LIVELIHOOD TO CLIMATE CHANGE AND ADAPTATION OPTIONS IN DILLO DISTRICT OF BORENA ZONE, OROMIA REGION, ETHIOPIA MSc THESIS","In pastoral communities of Ethiopia where livelihood is vulnerable to climate change, irregular rainfall and high temperature affect livestock adversely. Assessing the level of livelihood vulnerability of pastoralists is essential to identify better adaptation strategies to climate change. Thus, this study assessed vulnerability of pastoralists’ livelihood to climate change and adaptation options at Dillo District of Borena zone, Oromia Region, Ethiopia. Accordingly, historical climate data (1989-2018) was collected from National Meteorological Agency (NMA) of Ethiopia. In addition, data of livelihood vulnerability and adaptation options were collected from a total of 145 households that were randomly selected. The Mann-Kendall test and Sen’s slope estimator were employed to assess trends of rainfall and temperature. Climate data and vulnerability of pastoralists’ livelihood were analyzed by INSTAT+v.3.36 and XL-2010 whereas adaptation options used by the pastoralists were analyzed using Statistical Packages for the Social Sciences (SPSS) (version 20). The results revealed a decreasing trend for both annual (8.226 mm/year) and seasonal (-5.53 mm/year for belg and -0.956 mm/year for bega) rainfall during the study period. In contrast, the annual minimum and maximum temperature showed an increasing trend with a magnitude of 0.071 and 0.006 C per year respectively. Overall, Livelihood Vulnerability Index (LVI) for Golbo and Malbe were 0.41 and 0.32 respectively, indicating Golbo was more vulnerable to climate change as compared with Malbe. Similarly, the LVI of Intergovernmental Panel for Climate Change analysis result showed that Golbo (0.275) was more vulnerable than Malbe (0.238). Increasing livestock mobility and casual labor as a source of income were mostly used adaptation options in the study area. More emphasis should be given to pastoralists of the study area especially to Golbo zone by concerned bodies in order to improve their resilience to changes in climate variables. Further research is needed to adopt model in the future to identify more suitable adaptation options in the area.","[{'authorId': '117154766', 'name': 'Mengistu Mengesha'}]",,2021,
13,239714846,114,1,Temperature and Rainfall Trends in Central Highland and Mid Rift Valley of Ethiopia,"The study was carried out to identify the trends of rainfall, minimum and maximum temperature for Bishoftu, Adama, Meki, Metehara, and Holeta regions of Ethiopia in the years from 1970 to 2018. Mann Kendall test and Sen’s slope estimators’ methods, were used to detecting the trends of rainfall, minimum temperature, and maximum temperature. The result reveals that annual rainfall shows no trend at Metehara station but all stations have significant trend of declining annual rainfall Except for Adama station where significant trend was detected with an increasing rate of 1.148mm/annum. On the other hand, the trend of maximum temperature has significantly increasing in all stations with rates of 0.032, 0.24,0.05, and 0.46 Holeta, Bishofta, Metehara and Mieso stations respectively. While the trend of annual minimum temperature of all stations has significantly increasing trend at 70% confidence interval but at 95% significant level Metehara, Bishoftu and Adama 0.023, 0.01 and 0.048 0 C/annual show increasing trend respectively. Overall, the estimated values indicated that there is climate change in the study area. From this, it can be concluded the effect of global warming is present in both the highland and low land of Ethiopia.","[{'authorId': '121467241', 'name': 'Feyisa Seboka Tura'}, {'authorId': '2135231040', 'name': 'Tamirat Tessema Teklemichael'}, {'authorId': '1572140557', 'name': 'Kinde Negessa Disasa'}]",10.2139/ssrn.3901848,2021,SSRN Electronic Journal
14,225512065,114,1,Climate change and its implications for rainfed agriculture in Ethiopia,"This study aims to investigate the spatio-temporal variability and trends in climate and its implications for rainfed agriculture in the Rib watershed, north-western highland Ethiopia from 1986 to 2050. The daily rainfall and temperature records for the period 1986–2017 were used to detect the variability and trends of the current climate using the coefficient of variation, precipitation concentration index, Mann–Kendall test, and Sen’s slope estimator. On the other hand, future climate changes (2018–2050) were analyzed based on the Coupled Model Intercomparison Project version 5 (CMIP5) model outputs under under two representative concentration pathway (RCP) scenarios, RCP 4.5 and 8.5. The results showed high inter-seasonal and inter-annual variability of rainfall and temperature in the studied watershed over the last four decades. The annual and Kiremt (June–September) rainfall showed a generally increasing trend, while the Belg (March–May) rainfall exhibited a decreasing trend between 1986 and 2017. Conversely, the minimum, maximum and mean temperature demonstrated increasing trends over the study period although most of the detected trends were statistically insignificant at 5 and 10% level of significance. Future climate analysis results showed an increase in future temperature and annual and Kiremt rainfall while Belg rainfall declined.","[{'authorId': '108516565', 'name': 'Desalew Meseret Moges'}, {'authorId': '3230097', 'name': 'H. Bhat'}]",10.2166/wcc.2020.058,2020,Journal of Water and Climate Change
15,234392684,114,1,"Assessing the Impact of Rainfall Variability on Teff Production and Farmers Perception at Gubalafto District, North Eastern, Ethiopia","Rainfall variability adversely impacts crop production and imposes a major constraint on farming planning, mostly under rain fed conditions across developing countries. Rainfall variability from season to season greatly affects soil water availability to crops, and thus poses crop production risks to agriculture which is a major economic activity in Gubalafto District, Ethiopia. It was observed that farmers tend to rely on their accumulated experience about weather conditions in the schedule of their farm operations. Therefore, this study was designed to examine the impact of rainfall variability on teff production and farmers perception in Gubalafto district, Ethiopia. The Primary data were obtained through questionnaire administration and field observations among the farmers in Gubalafto district. Stratified random sampling technique was employed in the selection of sample size and a total of 203 farmers were randomly selected for the study. The secondary data was obtained from National Meteorological Agency of Ethiopia (daily rainfall between 1984 and 2018) and Teff yield was collected from North Wollo Agricultural Office (2010-2018). Coefficient of variation, standardized anomaly index (SAI), precipitation concentration index (PCI) were used to evaluate rainfall and Teff yield variability. Sen’s slope estimator and Mann-Kendall’s test were used to determine the magnitude and trends of changes, respectively. The analysis revealed that rainfall in the district is highly variable both in space and time for the last years. The coefficient of variation showed that seasonal rainfall distribution is highly variable than annual time scale. The rainfall trends showed decreasing non-significantly in both belg and bega season while increasing non significantly in both annual and kiremt time scale over the study area. Significant correlations exist between amount of rainfall and Teff production. Hence small changes in amount and distribution of seasonal rainfall causes significant negative impacts on Teff production that varies from reduced yield to the total loss of the crop. The result of the regression analysis shows rainfall characteristics contributed 86% in explaining the variations in the yield of Teff per hectare in the study area. Both farmers’ perceptions and meteorological data show that rainfall is much more unreliable in the study area. Most farmers reported that Teff yield is a decreasing pattern over time due to shortage of rainfall, frequent irregularity of rainfall and other factors. Therefore, specific adaptation strategies are needed for the study area to cope with the risks, sustain farming and improve food security.","[{'authorId': '2091622537', 'name': 'Bahiru Wagaye'}, {'authorId': '2091235797', 'name': 'Wende Endalamaw'}, {'authorId': '2091234897', 'name': 'Mohammed Lubaba'}, {'authorId': '90380428', 'name': 'M. Yimer'}, {'authorId': '7362271', 'name': 'A. Hassen'}, {'authorId': '2091243316', 'name': 'D. Yilma'}]",10.35840/2631-5033/1842,2020,International Journal of Earth Science and Geophysics
16,233329843,114,1,Earth Observation-Based Detectability of the Effects of Land Management Programmes to Counter Land Degradation: A Case Study from the Highlands of the Ethiopian Plateau,"In Ethiopia land degradation through soil erosion is of major concern. Land degradation mainly results from heavy rainfall events and droughts and is associated with a loss of vegetation and a reduction in soil fertility. To counteract land degradation in Ethiopia, initiatives such as the Sustainable Land Management Programme (SLMP) have been implemented. As vegetation condition is a key indicator of land degradation, this study used satellite remote sensing spatiotemporal trend analysis to examine patterns of vegetation between 2002 and 2018 in degraded land areas and studied the associated climate-related and human-induced factors, potentially through interventions of the SLMP. Due to the heterogeneity of the landscapes of the highlands of the Ethiopian Plateau and the small spatial scale at which human-induced changes take place, this study explored the value of using 30 m resolution Landsat data as the basis for time series analysis. The analysis combined Landsat derived Normalised Difference Vegetation Index (NDVI) data with Climate Hazards group Infrared Precipitation with Stations (CHIRPS) derived rainfall estimates and used Theil-Sen regression, Mann-Kendall trend test and LandTrendr to detect changes in NDVI, rainfall and rain-use efficiency. Ordinary Least Squares (OLS) regression analysis was used to relate changes in vegetation directly to SLMP infrastructure. The key findings of the study are a general trend shift from browning between 2002 and 2010 to greening between 2011 and 2018 along with an overall greening trend between 2002 and 2018. Significant improvements in vegetation condition due to human interventions were found only at a small scale, mainly on degraded hillside locations, along streams or in areas affected by gully erosion. Visual inspections (based on Google Earth) and OLS regression results provide evidence that these can partly be attributed to SLMP interventions. Even from the use of detailed Landsat time series analysis, this study underlines the challenge and limitations to remotely sensed detection of changes in vegetation condition caused by land management interventions aiming at countering land degradation.","[{'authorId': '2080047642', 'name': 'Esther Barvels'}, {'authorId': '3012171', 'name': 'R. Fensholt'}]",10.3390/rs13071297,2021,Remote. Sens.
17,218621910,114,1,"Annals, Volume 109 Index","Acara, Eda, Sequestering a River: The Political Ecology of the “Dead” Ergene River and Neoliberal Urbanization in Today’s Turkey, 2:422 Accessibility Inequality and Income Disparity in Urban China: A Case Study of Guangzhou, Zifeng Chen and Anthony Gar-On Yeh, 1:121 Accumulated Injuries of Environmental Injustice: Living and Working with Petrochemical Pollution in Nanjing, China, Alice Mah and Xinhong Wang, 6:1961 Afroalpine Wetlands of the Bale Mountains, Ethiopia: Distribution, Dynamics, and Conceptual Flow Model, Stephen M. Chignell, Melinda J. Laituri, Nicholas E. Young, and Paul H. Evangelista, 3:791 Afro-Brazilian Resistance to Extractivism in the Bay of Aratu, Adam Bledsoe, 2:492 Aguirre-Bielschowsky, Ikerne, see Head, Lesley Aitken, Stuart C., Li An, and Shuang Yang, Development and Sustainable Ethics in Fanjingshan National Nature Reserve, China, 2:661 Aldrich, Stephen, see Simmons, Cynthia S. An Analysis of Commuting Distance and Job Accessibility for Residents in a U.S. Legacy City, Nan Ding and Sharmistha Bagchi-Sen, 5:1560 An, Li, see Aitken, Stuart C. Andrade, Riley, Kelli L. Larson, David M. Hondula, and Janet Franklin, Social–Spatial Analyses of Attitudes toward the Desert in a Southwestern U.S. City, 6:1845 Andreucci, Diego, Populism, Emancipation, and Environmental Governance: Insights from Bolivia, 2:624 Antolini, Federico, see Rufat, Samuel Antunes, Aghane, see Simmons, Cynthia S. Appetite for Imprecision: The Role of Bureaucracy in Implementing a Pay-for-Performance Program, Ritwick Ghosh, 4:1208 Arefin, Mohammed Rafi, The State, Sewers, and Security: How Does the Egyptian State Reframe Environmental Disasters as Terrorist Threats?, 2:412 Arima, Eugenio, see Simmons, Cynthia S. Ash, James, Smart Cities and the Digital Geographies of Technical Memory, 1:161 Authoritarian Environmental Governance: Insights from the Past Century, Robert Wilson, 2:314 Authoritarianism, Populism, and the Environment: Comparative Experiences, Insights, and Perspectives, James McCarthy, 2:301 Avoiding Climate Change: “Agnostic Adaptation” and the Politics of Public Silence, Liz Koslov, 2:568","[{'authorId': '1825292', 'name': 'Zifeng Chen'}, {'authorId': '9681988', 'name': 'Stephen M. Chignell'}, {'authorId': '2126305', 'name': 'M. Laituri'}, {'authorId': '23149968', 'name': 'N. Young'}, {'authorId': '2145097171', 'name': 'Shuang Yang'}, {'authorId': '33393854', 'name': 'K. Larson'}, {'authorId': '2173589', 'name': 'D. Hondula'}]",10.1080/24694452.2019.1656985,2019,Annals of the American Association of Geographers
18,80082992,114,1,Human umbilical cord-derived mesenchymal stromal cells ameliorated motor defects of 6-OHDA-induced rat model of Parkinson's disease,"// Fabin Han 1, 6, * , Chao Chen 1, * , Wei Wang 1, * , Hao Song 1 , Sen Li 1 , Jing Duan 1 , Xianjie Lu 1 , Shichao Wu 1 , Nan Zhang 1 , Qingfa Chen 1 , Yan Wang 1 , Shuwei Liu 2 , Chongluo Fu 3 , Chengbiao Lu 4 and Paul Lu 5 1 Centre for Stem Cells and Regenerative Medicine, The Institute for Tissue Engineering & Regenerative Medicine, Liaocheng University/The Liaocheng People’s Hospital, Liaocheng, Shandong, China 2 Department of Human Anatomy, Shandong University, Jinan, Shandong, China 3 College of Biological Science, Liaocheng University, Liaocheng, Shandong, China 4 Department of Neurobiology, Xinxiang Medical College, Xinxiang, Henan, China 5 Department of Neurosciences, University of California at San Diego, La Jolla, CA, USA 6 The Institute for Translational Medicine, The Second Affiliated Hospital, Shandong University, Jinan, Shandong, China * These authors have contributed equally to this work Correspondence to: Fabin Han, email: fhan2013@126.com Keywords: Parkinson's disease; dopamine neuronal differentiation; umbilical cord-derived mesenchymal stromal cell; transplantation; gerotarget Received: July 29, 2017     Accepted: January 01, 2018     Published: January 02, 2018 ABSTRACT Cell therapy have a great potential for the treatment of neurodegenerative disease, such as Parkinson's disease (PD). Human umbilical cord-derived mesenchymal stromal cells (hUC-MSCs) have been reported to have multipotent differentiation ability. However, the therapeutic impact and mechanisms of dopamine neuronal differentiation from hUC-MSCs in PD are not determined. Here we developed a new protocol to induce dopamine neuron conversion from hUC-MSCs by addition of the growth cocktail containing noggin, CHIR99021, SHH, FGF8, TGFβ, GDNF, and BDNF. Then we transplanted the hUC-MSCs and the growth factor cocktail into the lesion side of the midbrain of 6-OHDA lesioned rat model of PD. The effects of hUC-MSC transplantation on the dopaminergic neuronal differentiation and motor behaviors of the rats were investigated. We found that in the presence of these molecules, the cultured hUC-MSCs showed a high efficient DA neuronal conversion in vitro . In combination with the growth cocktail, grafted hUC-MSCs also showed a highly efficient DA neuronal conversion in the midbrain of 6-OHDA lesioned rats. Both the grafted hUC-MSCs and the differentiated TH-positive neurons survived in 6-OHDA lesioned rats during the post-grafting period of 16 weeks. The hUC-MSCs-derived TH-positive neurons displayed the same electrophysiological profile as DA neurons in vivo . More importantly, rats with transplanted hUC-MSCs showed progressive improvements in motor behaviors compared to controls from weeks 4 to 16 post-grafting. These results demonstrated the efficacy and usefulness of the growth cocktail in combination with hUC-MSC transplantation in 6-OHDA lesioned rats and provided a promising cell-based treatment strategy for the PD patients.","[{'authorId': '40330709', 'name': 'F. Han'}, {'authorId': '2145763277', 'name': 'Chao Chen'}, {'authorId': '49337113', 'name': 'Wei Wang'}, {'authorId': '2677358', 'name': 'Hao Song'}, {'authorId': '47319124', 'name': 'Sen Li'}, {'authorId': '3769503', 'name': 'Jing Duan'}, {'authorId': '4504105', 'name': 'Xianjie Lu'}, {'authorId': '2112379178', 'name': 'Shichao Wu'}, {'authorId': '47899416', 'name': 'N. Zhang'}, {'authorId': '47261123', 'name': 'Qingfa Chen'}, {'authorId': '2152541019', 'name': 'Yan Wang'}, {'authorId': '2145267519', 'name': 'Shuwei Liu'}, {'authorId': '7388083', 'name': 'Chongluo Fu'}, {'authorId': '2110373510', 'name': 'Chengbiao Lu'}, {'authorId': '153092764', 'name': 'Paul Lu'}]",10.18632/oncotarget.24103,2015,Oncotarget
19,253124847,114,1,"C-1-1 Mapping Urban Areas Using the Landsat-8 Image Acquired in Daegu, South Korea by Using Machine Learning and Aerial Imagery-based Estimation of Marine Farming Facilities Capacity in Wando-gun, South Human","Mapping urban areas is important for monitoring urban development and preventing urban disasters. In this research, the two algorithms such as machine learning and urban index were employed for mapping the urban areas using the Landsat-8 image acquired in Daegu, South Korea through the following steps. First, the machine learning technique was employed for detecting the urban areas from the given Landsat-8 image. Next, the urban areas were also detected from the urban index image generated using the multispectral bands of the Landsat-8 satellite image. Finally, the accuracy of these detected urban areas was separately assessed. The marine farming business is conducted in seas, making it difficult to identify the state of marine farms, and the illegal marine farming facilities worsen the fishing environment, and lead to the production and distribution of low-quality farmed marine products thus harming the appropriate supply of marine products and stabilization of prices. Therefore, this study used high-resolution aerial images of Wando-gun, South Jeolla Province, Korea in estimating the facility capacity for laver, sea mustard, abalone, fish and oysters so the marine farms state was identified along with the identification of illegal marine farming. To that end, the marine farming approval book was arranged according to the standardized table so as to build property DB. The location and area map of the water surface was digitized based on the GPS coordinates, and thus a spatial DB was constructed. The DB then was integrated into a single GIS database and superimposed on the aerial imagery. Further, to verify the accuracy of this study, the administrative data of the Ministry of Maritime Affairs and Fisheries and Wando- gun was compared. This study enables the estimation of the itemized facility capacity, making it possible to ensure a systematic management of marine farms, and to serve as the basic research data and estimate the output for production statistics agencies. For the human-centric society and improving individual Quality of Life (QOL), extracting and analyzing key QOL indicators are crucial. In this paper, we aim to develop a model to extract key QOL mobility indicators from a city-scale low-sampling rate mobile phone GPS data. The model estimates stochastic individual activity from mobility pattern and we evaluate the result based on census and other related panel survey data. The individual key indicators can be used for spatiotemporal analysis and also useful for aggregated analysis in the different spatiotemporal units. We showcase the advantage of our model using a web- based analytic dashboard. The population of Nanto city is declining year by year due to the sub-replacement fertility and the aging of the population and the migration from small and medium-sized cities to metropolitan areas. Population decline has had a major impact on the social structure and economic development of the city of Nanto. The reduction of residents in Nanto leads to the idling of many communal facilities, as well as the reduction of local tax revenue and the increase of the operation and maintenance cost of public facilities. The decrease in the population has imposed a serious financial burden on the local government. To address the problem, the government of Nanto has proposed a plan to restructure public facilities in which officials prepared to sell underutilized facilities to the private sector for reducing public facilities. In order to effectively distinguish public facilities with different utilization rates and predict the number of visitors. This paper will use mobile phone data and relevant models to statistically analyze and predict the frequency and number of visitors to public facilities by local residents, so as to help the government formulate a public facility restructuring plan. and environmental background for designing suitable policy measures to improve and restore the environment. Africa is the continent facing many challenges and suffers from various drastic environmental problems, including drought, deforestation, water pollution, Argo- industrial agriculture, overfishing and overgrazing, etc. Here we quantify the status of eco-environmental vulnerability in African Countries (57 countries), employing 16 indicators across six domains, including hydrometeorology, natural hazards, socioeconomics, land resources, topography, and climate change. The eco-environmental vulnerability is scaled into six levels consisting of potential, light, slight, medium, heavy, and very heavy. Results show that different African Countries have widely varying patterns of eco-environment vulnerability requiring different unique performances for environmental improvement. Among African Countries, a largest fraction of very heavy vulnerability level is attributed to Ethiopia (27.96%), followed by Madagascar, Kenya, Nigeria, Mozambique, Tanzania, and Congo (16.61%, 7.09%, 5.67%, 5.30%, 5.04%, 2.48% respectively). In general, high vulnerability levels are concentrated in Southeast Africa where are of low-income nations with high population and growing rate, and suffer from high frequencies of natural hazards. These findings help us understand the key ecological and environmental characteristics of African Continent to assist policy-makers to set improvement targets on specific areas and adopt effective practices, while keeping track of other aspects of eco-environment. different time scales indicate the different forms of drought. The monthly gridded data of Climate Hazards Group Infrared Precipitation with Stations precipitation, and Moderate Resolution Imaging Spectroscopy Terra NDVI products were used to assess the spatial and temporal meteorological drought. Furthermore, a non-parametric Mann-Kendall method was used to test for a monotonic trend at each grid level, and magnitude was estimated by the Sen’s method. Results show that the most frequent droughts occurred in the middle and lower Awash Basin during the period of analysis (2001-2018). The SPI 12 results indicate that severe hydrological drought events occurred in the middle Awash Basin during the years 2009, 2011, and 2015. Similarly, a large area of significant NDVI declining was found in those years, which coincide with the crop growing seasons. Pixel-based trend analysis revealed significant decreasing trends ( ) of rainfall and NDVI occurred in the middle and lower parts of the basin. Geographically weighted correlation and partial correlation analyses are used to map spatial variations of correlations in a spatial data set. The geographically weighted approach uses a moving-window kernel running across geographical space and calculates a statistical model and summary statistics with distance-decayed weighted data. Although some bandwidth optimization approaches, such as cross-validation, have been proposed, it is important to allow geospatial statistic practitioners to easily explore the influence of spatial scale (localness) on analyses. We demonstrate our developed interactive map as a user-friendly visualization tool to analyze geographically weighted correlation and partial correlation analyses in a web browser. Census data with over 200 variables in Tokyo in 2005 were applied for the demonstration. This paper introduces a generalized conceptual framework for evaluating eco-environmental vulnerability due to any influential variables of interest, including nature and manmade disturbances. Freely accessible remote sensing and census dataset are used to derive the driving variables with aid of Geographical Information System (GIS). Analytic Hierarchy Process (AHP) or Machine Learning (ML) can be applied to judge the importance and assign the weights of the influential variables. The designed framework is well suitable for eco-environmental assessment at a various spatial scale and a useful tool for assessing and monitoring long-term eco-environmental status due to any impacting factors. Finally, we present results of some case studies that utilize the generalized framework for eco-environmental vulnerability assessment in Vietnam, Indonesia and global scale due to nature and human disturbances. prefecture. The district is located at the mouth of Kaifu river. We evaluated the living environment using the proximity of living facilities and the results of flood depth estimation. From the results of the evaluation, at the central area of the town, the living environment was high, but at the same area, there are many vary of the flood depth. Inland flood depth on the farmland where is the west side of the central area was high. In the future, high living environment area with high flood depth needs to be control new development. And farmland near the central area has important role to mitigate flood risk as a GI, so new development in the area is to be prohibited. Development of This study presents the development of the function designed for 3D visualization of rainfall radar data using the terrain of the unity engine. The provided rainfall radar data is about the rainfall data provided by radars operated in Seoul. The data has an extension of tif, and a resolution of 1000*1000. In order to create a terrain, first, tif files were converted into png and RAW files. When converting png files, tif values were converted into RGB color values and stored according to the arbitrary legendary reference table. The RAW files were converted in the same way, but they are converted not into RGB but into white and black values and used. Based on the legend, the higher value was converted into whiter, and the lower value was converted into blacker. The terrain model was created in a RAW file, and using the png data converted in the Material’s Transparent Shader, the 3-dimensional rainfall radar was implemented. To ensure the utilization of the relevant data, the base map used the Google map, and the Alpha value was designated in the Terrain Material of the created ra","[{'authorId': '101498935', 'name': 'Yunjae Choung'}, {'authorId': '107833700', 'name': 'S. Miyazawa'}, {'authorId': '2188867693', 'name': 'Ryosuke Kobayashi'}, {'authorId': '1411540585', 'name': 'Y. Akiyama'}, {'authorId': '1721111', 'name': 'R. Shibasaki'}]",,2019,
